Country,Category,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Least developed countries: UN classification",2,LDC,431033319529.456,453771980987.394,470320392032.023,487277723625.698,504792751962.388,543698634586.439,585556684992.435,624306610735.386,656688021556.153,696871658808.564,747062368437.697,806522189668.553,858797054193.165,926188520874.016,1015832449148.99,1136178477784.9,1265112919343.94,1413697279639.68,1544754589630.05,1636997425066.07,1760339146031.01,1876578883668.68,2000837417559.62,2160095968566.55,2321327898174.85,2430955177983.39,2553123243754.58,2746922909003.09
"Low income",2,LIC,329202169162.531,342544864716.037,339465019514.996,349138698044.771,362955570129.123,384379292288.269,412450339712.725,435337260548.129,455181927080.615,478173148972.307,503393371242.308,539660199124.217,561823560896.904,593267676958.782,643761761383.249,705511745107.183,763239839217.907,832431213038.692,892748198513.106,947509863123.072,1024042421240.58,1092073124630.8,1154582902793.01,1246928300064.1,1339805732264.68,1366870822030.74,1409048759825.62,1518303603306.67
"Liechtenstein",1,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sri Lanka",1,LKA,40460959125.2102,43730856651.078,46695739575.6732,51105449539.2471,55115809311.3891,59359988908.0497,62740475614.3521,67901840912.9013,71863688692.6088,76101256495.1809,82502958807.7396,83079055875.7324,87698802187.8768,94760991728.3344,102668328784.762,112586318467.25,124943960420.871,136987369887.984,147985288815.897,154385981892.371,168798240099.958,186763254710.557,207596842814.031,218112808334.749,233041342007.118,247365043599.142,261716280480.265,274718031276.098
"Lower middle income",2,LMC,3323758514788.23,3478899346819.9,3658099079623.37,3828901938713.31,4036582164919.68,4330797458623.74,4675867231282.87,4942899509802.98,5036855909174.05,5364434198769.73,5729545989007.32,6113770800709.37,6451788686482.38,7001405480133.29,7783882216284.46,8599013686780.42,9544773842136.89,10580641439554.5,11311185072860.9,11999057009983,13057545877112,14064641008941.4,15060618701609.1,16154422179907.3,17392917264475.4,18626383420106.2,19900845317852.3,21379601340228.9
"Low & middle income",2,LMY,10307245192817.5,10776637850316,11220769547347.8,12008811394440.4,12642402095046,13474435762548.7,14434633534075.5,15382006727137.9,15911322437989.4,16806975765136.7,18195552210988.4,19362595942773,20590033961442.7,22239437713612.6,24724750621602.2,27472289529744,30983561668970.5,34664811860821.1,37837035519488.4,39543075079622.8,43128212476190.9,47117209963554.3,50556044276589.9,54017332900018.4,57622581292943.9,60538639756861.7,64156961059278.6,68692756282912.5
"Lesotho",1,LSO,1429993701.08136,1580529202.79522,1729011855.45294,1832277680.62743,1983170624.0737,2091159293.07365,2248514126.63006,2371698853.35057,2434302206.07547,2483320081.0242,2638260759.36415,2794489281.93231,2857926208.33512,3047828477.81513,3184634240.15847,3401039323.9218,3653815495.40871,3932342968.746,4279700570.30048,4405100227.79837,4729648137.68911,5160445696.76619,5570732654.71477,5765029640.76733,6051691183.51239,6271265361.69903,6503524021.40226,6990689439.65721
"Late-demographic dividend",2,LTE,5274742986133.96,5521534570206.58,5700126859882.03,6094625231892.2,6512254998693.33,7031686513420.5,7530517826755.19,8061716721111.59,8355107368413.14,8856707565645.01,9699392347296.3,10438061556595.7,11272385184436.9,12347570748983.2,13726254568824.5,15312772432731.4,17548313930814.3,19861870441161.7,22015414494538,23022547197295.7,25207747846596.8,27908805210273.7,30087971418455.7,32184525468765.4,34214927814480.9,35901361291760,37828302614551,40515406343396.2
"Lithuania",1,LTU,,,,,,21497362034.9664,22971054059.5374,25264452118.2072,27530997911.5078,27565410993.4703,29593201973.0657,32832175941.8074,36132745247.7163,41210777123.9848,44023839046.3996,48263486764.3837,53910013523.7092,61692669190.0072,66344316970.5928,57383687202.3535,62287390901.7061,69205546062.1998,73672529140.5755,78853644708.2515,82617573837.52,83613961450.8407,85652028773.3589,90748628812.1913
"Luxembourg",1,LUX,11333417789.3281,12722937023.7479,13249759568.3717,14134826208.354,14987207528.6025,16195017071.0125,17121887904.6377,17963533480.6832,18839812308.1354,21794057203.7217,24144884461.5179,24699518414.0392,26222378149.9609,27113695590.7278,29352210436.7287,31733108754.2518,36847477559.1701,40303697255.623,42362971851.4074,40949340075.4389,43444349169.7222,47690524461.9649,48646428610.814,51940075107.1763,56544292859.2595,58394172004.3262,59592086209.6103,62189692541.6245
"Latvia",1,LVA,,,,,,13687492831.2984,14240108461.5125,15768732195.6183,17041060385.203,17702202371.7104,18983135159.7799,21134251974.2306,23263447911.2141,25226613898.5234,27652472061.2594,31002069414.9129,34949366683.2142,39883423461.674,42310207273.1155,36127421719.1456,36866059705.443,40727416408.8508,43234809112.4744,45639548608.3324,47467991516.807,48469507243.0259,50137279401.968,53561181205.7543
"Macao SAR, China",1,MAC,8973077238.76594,9611084016.44162,11137561118.4512,11993883579.1967,12770107854.1263,13466045452.9635,13654482406.8494,13849387315.9451,13359671181.6388,13244203899.2569,14324085482.162,15073683233.791,16674427254.1674,18988805442.4163,24731199943.9676,27584295843.1866,32217293610.2848,37853221464.3352,39905537988.0475,40739748264.0797,51655452329.7939,64148218365.2919,71364492710.2811,80639080293.0923,81100339830.8053,64276681986.7987,64534861874.0795,71671829402.401
"St. Martin (French part)",1,MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Morocco",1,MAR,63455192136.7072,70298701148.7489,70392896349.2691,71533999816.6226,80791543783.1589,78018364843.94,89271970320.8046,89382747740.491,96893013106.0136,99439557520.1356,103647760628.75,113769672518.1,119121958103.544,128739969048.188,138625453150.33,147795791639.36,163875399065.188,174178111265.111,188114244456.24,197586587974.214,207631239181.572,223034630236.893,233979960553.643,248542121545.863,259756533531.375,274519201018.856,281420173467.413,298229651284.041
"Monaco",1,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moldova",1,MDA,,,,,,6981299769.6747,6690961781.7703,6917568443.90175,6535169731.47081,6411689157.29527,6695803757.54483,7266146571.82155,7953150855.08575,8647116066.6319,9542369318.42839,10588113871.218,11437252575.6532,12093885454.4519,13292948029.0229,12590265305.0169,13648863033.0868,14877946210.3745,15045941576.5224,16726094467.0103,17843534480.2354,17964887415.5202,19012817205.4849,20225889376.6284
"Madagascar",1,MDG,12393037516.8249,11997571353.1291,12416615543.8515,12978554802.9791,13245264194.8079,13753034782.2015,14305040074.0576,15087269779.147,15850726149.4516,16843098434.6072,18046352733.6888,19568357858.8113,17350632424.3759,19428208367.8597,21011855584.7701,22686215319.8081,24557642398.3782,26784528829.1033,29256730052.9462,28295673249.1054,28716620554.1241,29735787033.419,31200372028.5754,32419256006.4731,34095343645.0868,35539228558.9129,37497126806.8843,39763887262.9498
"Maldives",1,MDV,,,,,,1441052265.89197,1582674042.91087,1744948390.73397,1896083182.31129,2043986868.91787,2170894791.76089,2132804163.51792,2322945567.63975,2695041720.869,2936231424.02349,2632805361.01751,3422277713.79527,3784371657.45742,4224608009.87784,3948981696.73972,4287615212.58694,4751030617.62781,4960351853.99367,5407461646.99274,5907966744.06644,6106162043.81737,6565198141.02003,7273361452.15986
"Middle East & North Africa",2,MEA,1970198852209.67,2102818051990.7,2248201421814.03,2361731078931.76,2463839181346.15,2583633135027.03,2755524962427.6,2895228189181.52,3067949181821.46,3179539295836.77,3430770185601.62,3558250365240.21,3680880798049.31,3934733674379.81,4367983886256.54,4720767651809.05,5140471459555.19,5552178266377.38,5908123812723.73,6009684727490.87,6391388554866.27,6727724781882.69,7106850907253.72,7408642085432.51,7742749342122.13,8011672107774.12,8515850740845.01,8839160186620.61
"Mexico",1,MEX,515305787982.721,554939506993.545,588185117217.942,762445586632.587,821211675312.468,789074645447.693,830348644993.331,910290821728.584,968195192400.205,1018601794034.79,1098476683999.04,1121256449497.54,1137595954619.2,1157241353533.07,1231174906441.99,1341775400309.42,1479364264389.55,1565705438898.9,1653898129092.96,1636996739536.4,1743188019161.22,1911319060713.18,2012767874821.15,2064490848273.14,2171631624753.68,2170274437718.79,2266350498748.13,2358275520126.23
"Marshall Islands",1,MHL,88894677.8535299,91934277.7674489,100744458.777369,109336360.846685,118226428.597181,130604978.929239,119287449.602277,113508586.816579,111476983.729919,110469770.141095,119639046.110694,128928405.595577,134331968.826705,137243724.272797,141184706.512179,149976138.59952,156804716.197936,166858614.029704,167333280.051568,165845759.107299,178705121.753203,184595346.929185,194496328.675702,203290046.035383,205372034.750939,206842360.313097,213483384.107953,222757742.887644
"Middle income",2,MIC,10008372136732.2,10465341869848.1,10909029814293.8,11685481637768.2,12305358329948.5,13116998796903.9,14051233429681.1,14976573792150.7,15488297802954.4,16362108007692.9,17724563640350.5,18858438412597.1,20062877565108.7,21680606258087.6,24115767841704.2,26803250581884.4,30254260086451,33865584393447.9,36977011832353,38632983236087.9,42142901694698.7,46056757116500,49431969896211.1,52805646372894.8,56322289434851.9,59205499348061.5,62776108543167.7,67206932093066.1
"Macedonia, FYR",1,MKD,10493860518.1733,10174044442.9893,9722794529.93849,9210624613.52586,9241254600.42596,9328833906.53956,9611711395.50121,9916991875.38438,10389408516.7223,10977871178.055,12465511356.866,12326246839.1157,12919286113.5188,13351787232.8407,14569293018.2543,15987152298.9164,17713956275.9701,19087462439.7532,21537258501.4196,22578432546.73,23367894478.3472,24064204652.4177,24558686379.7759,26269590823.4662,27776150896.0476,28624416866.0704,30658994048.8974,31729302822.3938
"Mali",1,MLI,6958405978.04054,8034499631.16448,7953151692.38818,8400667890.00165,8903742637.93143,9173161751.39493,9999677015.05368,10661973314.4112,11593733379.923,12442221722.8147,12717605481.0928,15007480244.2211,15711198783.6961,17485768801.854,18246857073.2675,20064730486.1568,21645367415.3674,22997754841.3354,24568186514.3975,25913057622.3389,27649470568.5352,29134739169.0792,29423309953.7748,30587235764.6877,33329208907.269,35699473706.7744,38251913405.7005,41004016527.6679
"Malta",1,MLT,3309135482.23399,3633207502.65367,3890344682.30353,4161370196.86274,4490097661.72334,4874470394.36877,5194079555.57264,5789052130.14074,6108989572.66383,6574201532.44329,7576548290.98633,7718132248.80157,8141789362.43701,8344773774.08858,8590621261.72934,8978269841.26984,9414073272.59471,10122976032.9129,10722892167.7225,10780055313.4684,11538270167.5467,11912966835.2165,12364013341.3447,13232180563.8758,14440135953.5945,15927502003.7464,17013616188.198,18395282100.1262
"Myanmar",1,MMR,19508994882.5217,20027200667.0855,22462652284.5426,24385986577.6996,26767334772.2764,29224212595.3607,31674921160.4891,34037811255.0252,36425608914.8664,41030879558.0443,47732962610.3728,54358973913.5854,61830747862.0677,71794222734.9964,83774792580.0002,98203482600.5371,114456257864.921,131592538987.453,147933815118.191,164782832108.677,182865208658.523,197076675497.924,215424107013.539,237348009308.197,260915087138.129,282186913053.741,302568418805.604,327629414483.197
"Middle East & North Africa (excluding high income)",2,MNA,1193460919064.63,1211700120185.62,1295453774269.41,1362646307549.53,1411789641071.09,1481192715333.26,1595885861311.16,1679241091329.09,1808033073288.42,1918994909919.9,2049520840351.99,2144468630265.3,2250651623864.25,2355362924339.21,2610932976566.69,2816978770458.97,3064632478042.77,3337256914985.57,3525984620600.57,3646695726045.46,3884832762202.38,3942013394801.64,4117137745952.56,4255979781419.84,4429519458399.37,4520470927338.55,4892787275265.36,5154260954332.41
"Montenegro",1,MNE,,,,,,,,,,,3630733972.8052,4117343937.83983,4329947596.27686,4489279464.54286,4807413166.48646,5106776893.24938,6426557428.8495,7664694774.29165,8524381646.16792,8051715192.09754,8454097514.45422,8974076919.66396,8603921779.76127,9237438796.67631,9557929398.53531,10123892970.413,10973159880.9305,11680734171.2425
"Mongolia",1,MNG,7231401440.3879,6822509263.48269,6332112691.40524,6277344735.15256,6547768858.59598,7110555824.07083,7402191723.52813,7822259414.01803,8171244798.47588,8551017898.26263,8845827991.44443,9314559639.65989,9905173527.68996,10810344655.6658,12287826475.1152,13603201485.4494,15220808748.1837,17227228990.5845,19128524357.9885,19029285887.8234,20487738301.8324,24526362242.0886,28055413599.8609,31829443015.4008,34955544383.524,36175519483.5637,37092519479.7894,39981961749.219
"Northern Mariana Islands",1,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mozambique",1,MOZ,3241159313.4595,3513144740.80755,3405254982.51615,3791921567.80552,4111127957.19446,4290769849.42788,5541999144.379,6247999794.03044,7064822986.80151,7734074558.20057,8042835632.91214,9272566293.12569,10242864498.1625,11126238702.1253,12325168038.7221,13831168695.3285,15660475301.9884,17271159861.1186,18820849624.0026,20168355479.2277,21779856569.2943,23811739934.0183,25995950738.6357,28302319047.6174,30954908810.0957,33353891279.2283,35050520579.7557,37005211621.166
"Mauritania",1,MRT,3682846138.89272,3873474560.60687,4036020974.39401,4374750004.8432,4331101563.44931,4855610366.61547,5231949586.39192,5106256282.20288,5305053430.63248,5801668943.90434,5908148109.37245,6164176307.61401,6300425401.39097,6810225541.65658,7399663012.75544,8322820117.06522,10197208677.9936,10763578502.0666,11093241543.9678,11061008924.7868,11730570518.9387,12535969841.7305,13506740049.6813,14560755248.4833,15649077478.2315,16040243546.3664,16569782527.0951,17458302853.6602
"Mauritius",1,MUS,5054961012.2068,5454888989.95622,5942594765.03403,6393176561.4163,6799290213.84093,7238717572.10449,7782736611.94557,8366155645.70916,8970339845.02015,9345394664.52891,10420819347.5576,10932598321.0872,11335014132.4906,11983811347.9026,13020828218.4401,13606631262.8222,15222124851.5229,16522211174.235,17753817485.7684,18481668539.7849,19526254955.8928,20742028226.4255,21862630845.7439,22962252088.7718,24249619668.7513,25362849877.5095,26662513430.3699,28173662352.6209
"Malawi",1,MWI,4539455086.00125,5100047457.19818,4833795068.16029,5428433841.39009,4976246739.08805,5929864969.83041,6479907673.64388,6840762724.91713,7184359413.38276,7516216227.10444,7808406247.14434,7589033957.42236,7836529181.50887,8448833988.08633,9151715081.82281,9754954028.39404,10527220879.082,11844894661.2497,12999915353.7188,14189510516.6158,15350123280.4341,16427533195.5102,17045633651.9935,18221609779.3108,19605900158.4253,20373431288.7095,21145896467.1139,22387439901.7772
"Malaysia",1,MYS,123019289636.395,139247628494.047,155076197877.402,174475658646.638,194603553031.899,218189045873.101,244395423984.472,266781004903.215,249829666482.255,269221093223.549,299739924413.394,308157741048.135,329756120504.141,355800197819.24,390382854561.844,424429495350.693,461901081352.144,504062276719.736,538782907331.671,534658048832.744,581370481606.638,624786298313.787,671122508989.532,713970550804.192,770439891282.597,817952644067.676,863344829725.188,930748559788.938
"North America",2,NAC,6539960711142.75,6740735853389.29,7124012939281.04,7493244513056.84,7964493974956.15,8351430829414.34,8811414654456.23,9362867299559.69,9881306652316.37,10506372299316.2,11185310033082.7,11559327032106.3,11947822464740.3,12533190830415.6,13357964082520.2,14264507094938.1,15097369834858.6,15778474917317.6,16061447261208.1,15726858403370,16329107646206.7,16948942985113.5,17623260744276.7,18245196637932.5,19048729222314.4,19724225953518.9,20253619415011.7,21108994535845.6
"Namibia",1,NAM,5229495146.28968,5844793311.36037,6407809266.27952,6456645806.6849,6708120955.25844,7115036354.80227,7476134196.70892,7924988665.11707,8274683853.41362,8684376796.94137,9192166928.24109,9512393898.94051,10120930066.3035,10760410351.1868,12412848643.4263,13136304637.1385,14497586887.4152,15868266167.3626,16608267429.7286,16783925351.4385,18014918715.1115,19322996884.943,20675021621.6062,22188516919.5615,24021364808.1608,25764688379.6323,26276073933.3885,26542807872.439
"New Caledonia",1,NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niger",1,NER,4632805808.67126,4906885800.96901,4691697284.44278,4872946243.09757,5175941994.57936,5421580821.8473,5709307580.50754,5966945993.68704,6660342529.18686,6723806250.35778,6779878544.41429,7427027604.69139,7767206776.2359,8341959979.5159,8579911958.83917,9254501699.7263,10092076497.5774,10686666081.5746,11940998399.5742,11945936159.803,13103832678.892,13679084420.6116,15581865641.6144,16667689080.0399,18244258998.2934,19242048824.318,20447439416.9491,21834164637.181
"Nigeria",1,NGA,187284409555.388,192322542311.43,197559798483.455,206488266303.876,212801143654.212,216571543394.86,231537550392.603,242099647000.147,251372954483.161,256430117866.928,276212746140.041,294968944732.063,310831996548.43,349856049484.53,480748168842.97,513309924885.634,572522761585.426,627894079431.948,680353840818.2,733057540456.66,800182442772.14,856618673550.592,909730361538.592,974289773333.176,1054353320375.05,1094059133380.53,1090101955132.96,1118755474589.89
"Nicaragua",1,NIC,8045734552.27144,8297682931.24006,8519546760.79677,8688132981.84248,9169175231.05326,9913793656.39078,10735214883.6404,11352065053.7714,11901189290.0956,12933494326.7198,13770348634.4762,14501171208.0947,14834790581.4902,15512006787.105,16785226340.759,18067253165.6738,19330881699.183,20852760882.2202,21992306871.016,21429691751.0491,22648036423.5052,24575775913.5901,26654358227.2855,28419322954.5747,30313760141.5963,32103713021.0695,34028008193.4435,36324176883.3471
"Netherlands",1,NLD,282746697632.992,299284229332.804,311328721957.593,322744553085.65,339372882317.939,357246703049.336,376130717569.917,401420410174.51,429375758244.182,457698235904.837,503117669714.531,527345418019.058,548919203030.872,546810735673.591,576837286523.336,608165512813.511,663695073266.201,712139157899.626,753929993217.54,727954715308.574,740096779145.957,768994037544.928,782578529077.835,817809829033.058,819744855946.726,838994910472.936,860688339002.733,899530829783.475
"Norway",1,NOR,78221776773.2458,83318604788.4995,88263923452.5592,92935086460.9202,99711149354.8536,106019141531.642,117355006078.852,125952667380.38,124804522177.901,136335263195.142,165943452144.475,170702403592.749,172267584437.209,175885924840.755,195163635829.972,220865846015.26,252080996839.361,263180984460.628,294471639402.791,267644581530.329,283684343270.284,307809783307.585,328453035464.422,340619794405.998,339136632401.634,320353176751.731,307833638810.066,324403929578.789
"Nepal",1,NPL,14517163457.9164,15955615210.3277,16989469638.5914,18063324660.5133,19963402717.5626,21086637426.5825,22615652339.0309,24164038261.4206,25163071724.9211,26675478455.9286,28973998271.5097,31056662411.141,31571345140.3242,33471233015.3476,36002020703.5402,38453314320.796,40968257729.8933,43493414038.2746,47053785295.4903,49560311857.9882,52581800527.278,55503825716.8332,59228862721.5316,62670395136.7482,67615804894.6131,70620227101.0517,71816505211.0805,78591428304.0702
"Nauru",1,NRU,,,,,,,,,,,,,,,,,,37543967.8212715,51456289.111535,56336865.5943796,64752285.8004785,73811384.0187438,82753192.1669691,112860925.262484,156847636.963905,163000890.133807,182248829.534125,193236170.779433
"New Zealand",1,NZL,49529880042.8405,50912472704.8817,52652174526.9413,56924218538.8552,61675816391.9473,65769870038.9828,68919186066.3281,72350183336.2785,73744995167.7482,78923926226.423,82976858320.743,87378126684.4348,92024844754.3231,96506705954.4815,102536987366.478,106146579804.56,116193755274.262,124124928752.028,127199205210.407,132093934794.553,136027848284.089,143508208746.799,145405724173.621,160890994959.125,168135597926.051,174016178399.65,185217679169.635,197072471930.748
"OECD members",2,OED,17836512930105.7,18685781072956.4,19541616812643.5,20436980170339,21541233944445.4,22584659318781.4,23738099567102.7,25021160035890.5,26068943888541.4,27325452832598.5,29227875254901.6,30366370367051,31541492717817.1,32666560603055.7,34652982085267.9,36568125120020,39236002891631.1,41417230695558,42772148917077.8,41898824198578.5,43758619593013.1,45757745824035.8,47266997593342.1,49177683603996.1,50959061159567.5,52560199690669.1,54192914498830.3,56394326347475.8
"Oman",1,OMN,41043410376.8729,44985534757.6,49882315008.5393,54155233904.4771,57451332000.1246,61580194810.4866,64614311787.5456,69685423725.6184,72302996607.7879,73317845115.1997,79036491738.6842,84461165829.9622,84813929962.1807,84196370955.7758,87629362814.339,92701552364.0191,100682580517.985,107964480242.766,119108740639.386,127349050915.099,135097913369.673,136358363675.009,151830455967.816,161028710778.638,168428105770.263,178322885064.848,190321620650.537,193217812578.626
"Other small states",2,OSS,,,,,,,,,,,222681233526.829,238546548453.774,254238084284.266,270184684373.513,305455273227.211,334457804223.64,386590264478.996,438617124118.312,486327350411.561,503972882751.931,553775689367.021,611225222924.455,645908698979.086,677916436792.491,708546653258.859,734328970431.797,759033833804.931,789185115110.646
"Pakistan",1,PAK,212613285536.474,230809912171.804,254262757182.83,264887967068.506,280635783441.767,300706264706.986,321035847458.284,329842698927.996,341925388057.57,359864388796.424,383732563386.961,400258250918.62,419506884673.669,448608142558.452,494908574815.28,550000058434.563,601917859679.394,647800680909.295,671745938824.979,696013418389.414,715833546669.697,750693024684.963,791333189849.545,839465768463.484,894478295255.219,946956318544.603,1012041061747.88,1088981590999.59
"Panama",1,PAN,12545222752.33,14183758268.0287,15696908917.6625,16947138118.1466,17801093386.0902,18490688107.0145,19596382011.6151,21219564841.539,23024592647.8401,24292666182.6377,25520097393.8524,26251570010.2635,27248734410.0718,28960884651.5894,31995590765.2757,35400019670.2583,39644680000.8384,45577211409.0964,51051306586.5802,52078390873.7588,55786644702.6958,63380232184.5039,70859739853.2499,76974889247.9279,82326350280.2938,87859226600.3069,93418990886.0745,100193940879.774
"Peru",1,PER,74947584500.4903,79160868272.9197,80527755037.253,86766720888.764,99520073082.0727,109125401646.323,114227694307.504,123707655299.432,124560581799.98,128357324693.271,134815241183.198,138739543480.72,148551720099.142,157824515008.395,170204682089.337,186722925776.938,206949637270.568,230555196813.733,256532331727.853,261313018211.344,286544297749.624,310964900334.817,336137114336.223,361555950429.776,376789528765.764,393259229354.207,414013563976.269,432115165629.947
"Philippines",1,PHL,160562978223.1,164947838328.809,169277470744.719,176972691077.963,188669047480.709,201615425552.272,217297368611.573,232476923113.522,233644606302.467,244531046796.389,261127662866.786,274807720823.969,289199393106.61,309627098977.718,339448866291.701,367110670281.643,398228089288.12,435876932527.28,462883127231.534,471754225976.378,513961278356.309,543770720550.029,590801394430.708,642751245455.197,694494400044.054,744614457405.713,805964994141.494,875311111225.309
"Palau",1,PLW,,,,,,,,,,,188328090.790051,203372113.157922,212600993.318335,211432139.587382,229712435.890464,251548328.278909,252359394.753233,260329825.455308,248410684.686044,236906650.49491,237593938.700021,257872969.73012,273035178.11376,273238002.459527,285643894.484693,318013836.178071,322260508.512949,315853633.025275
"Papua New Guinea",1,PNG,6616596048.9336,7489535510.37,8721139651.41091,10553854655.3939,11418922239.3137,11270949095.9102,12364279846.2394,12084883005.0287,11755598759.1556,12156966855.8003,12123402344.2639,12384643265.6228,12554781604.6839,13082247174.2756,13807752187.4879,15156298283.5798,15980380299.1719,18226337432.1401,18529179577.1432,19940486530.7605,22227599225.2442,22937726618.7648,24446134108.0749,25792331847.8267,30304156684.3614,32256012095.8919,33288217462.7644,34632695979.1318
"Poland",1,POL,235480778738.72,226248604162.135,237226199682.692,251949635899.697,270930221791.872,295808613458.54,318758796466.038,344682602279.498,365899954056.409,387468520811.944,407500747325.448,424982700470.22,450394072658.275,468246807521.352,509575338410.908,530344105654.599,577616954280.846,639856146116.753,698099544956.881,734150870815.988,801517967214.969,869769693309.293,907167369644.71,940325020076.105,973192307126.422,1010239429044.32,1039744572301.25,1102293080831.42
"Pre-demographic dividend",2,PRE,645488849403.718,579428344928.468,605635062423.623,637901719823.421,659892628906.176,693009194152.427,749787666476.098,812343248805.856,894416225568.474,957977337213.943,1009187242261.03,1076515279619.04,1110539411632.63,1119484818654.16,1401375126715.92,1528866181268.93,1705251617527.39,1870532294935.6,2035061370030.09,2150071728836.75,2309847150887.7,2475346027109.68,2662223345281.1,2862780955636.22,3047967239869.64,3197030325939.03,3336042018840.88,3461934944169.3
"Puerto Rico",1,PRI,50813105967.2451,53714334230.3751,57446214017.9148,61544595775.1554,65485403482.7504,69892271170.4459,72814815725.2437,77675287483.5925,82860893057.8621,88663228395.4368,93647820598.6564,101829128513.917,104339881241.116,106477326789.033,118976660045.378,120364645843.47,122313795835.826,124109445661.615,124210179432.618,122709946810.164,123695366586.651,125796598245.822,128151341816.638,129821442344.735,130578233562.576,130525569182.539,128745756294.119,
"Korea, Dem. People's Rep.",1,PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portugal",1,PRT,117492717117.994,126706511349.354,131006893534.238,131383347555.142,135473860128.499,144222456552.973,149945931256.317,159557945948.811,169450948534.222,181095299723.602,194313522776.947,202662611251.613,212223547459.309,217956051871.05,225228133346.932,238841414267.628,259464422275.563,270970014855.904,281180766111.031,279682056644.769,289013696561.805,282733725683.416,278160762011.107,291753400833.095,298995720958.837,305898648533.7,316564233053.451,326029976814.913
"Paraguay",1,PRY,16440216537.9288,17580912715.3533,18286724744.5032,19645989758.127,21131074358.4857,23043602714.8428,23833554294.782,25269913365.0316,25561535665.5672,25598176940.8414,25574809625.0673,25939464371.9994,26332030687.7318,28017534588.7521,29955986007.9113,31579532234.8236,34114444794.4935,36921124249.0418,40039286953.6809,38743464281.6105,44351295737.6313,47232661525.6067,47506734022.2479,55049839778.0013,58684097332.9808,61077699802.5697,64343302377.4714,66006744333.9142
"West Bank and Gaza",1,PSE,,,,,4602562963.41161,5033359226.15721,5498298007.94804,6930413535.39935,8824184972.26424,10568033453.279,9734732359.4284,9313909910.74537,9322845065.83526,10421121609.855,11628118994.8997,13315278583.5139,13095275504.4079,13211610188.4849,12480572043.948,14975945694.9497,15581068423.4043,17107576519.9196,19955277667.8331,19409673184.4063,19542376781.3581,22195788694.2373,23257194428.3299,22886737270.0335
"Pacific island small states",2,PSS,4501694723.66376,4623695840.99102,4987375031.71501,5248498552.17088,5617854632.90366,5943634772.85969,6262945707.32648,6273113328.48693,6455634291.86208,6931998984.2731,7013790855.58693,7274637868.12041,7555670571.38521,7851560442.34962,8413285024.75013,8855684752.73229,9331527419.48515,9662589170.2163,10023186052.7618,9945715445.50637,10359239707.9483,10995506014.8715,11390497484.4269,11938631818.3129,12673793118.9941,13251230049.7142,13658585077.0342,14371702453.6765
"Post-demographic dividend",2,PST,17211008583440.8,17994985412758.7,18742720639340.3,19374908901189.9,20356746792501.3,21333855050314.1,22370872658702.3,23506464988120.5,24410099152997.1,25611837346743.2,27371608083262.5,28493855067503.4,29626549906204.3,30735605110526.8,32576442504967.4,34333897530280.4,36715157166860.6,38711467296600.5,39892399007344.8,38980588910999.8,40563819607456.5,42182980912364.6,43469337561015.6,45153791060976.1,46636093414258.6,47981777226431.6,49424747933565.2,51361737234393.6
"French Polynesia",1,PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Qatar",1,QAT,,,,,,,,,,,50852406755.5159,54038779565.7551,58809069751.8736,62213052191.5603,76209186662.4061,84555225542.7984,109961138463.509,133191145926.808,159791627772.235,180255819060.95,218205025733.076,252498021613.775,269202413009.351,285614359534.042,302308417481.634,316438181821.595,327599853878.676,338817423574.439
"Romania",1,ROU,122089298052.86,109856338628.52,102509661621.571,106553125444.599,113099485826.507,123700040071.668,130627858650.507,126351285822.309,125527505431.012,126569678665.035,131899040042.953,145603091542.441,156006325283.754,168717997686.275,195947949174.408,207302986521.434,247736018358.279,287982083124.848,343531538702.45,335855411472.783,344746343007.548,362612874471.295,380767156283.436,396865097307.579,410315765706.087,427342110734.03,454138956078.162,506132549333.265
"Russian Federation",1,RUS,1188234481172.73,1165819454669.77,1019127116400.98,952929448558.358,850879050230.051,832633885896.808,817248593687.672,842721993838.866,806334398183.724,870670139093.851,1000581810053.81,1075494711814.29,1166680065377.66,1338513846178.01,1474011466835.76,1696729209938.25,2133753261513.81,2377502912213.13,2878197885308.87,2768120083307.81,2928118588407.64,3475384986433.43,3692393232081.43,3765660737974.59,3768772374041.8,3621746135276.93,3640301526720.98,3817201364011.18
"Rwanda",1,RWA,4080584963.99307,4110391269.17936,4450984354.94701,4187381154.80772,2127638519.52176,2937086154.55588,3371890293.98219,3904591474.75858,4296614995.05247,4550925034.50323,5044104668.81701,5596779036.97952,6432361739.45647,6705116080.37662,7402594852.03335,8357329835.32305,9408917842.73445,10396644480.0363,11783743718.2418,12615104372.5014,13705752018.4695,15110215757.4687,16719006364.8008,17780516332.7792,19479637843.1162,21437064287.7425,23009135227.3448,24852093378.5723
